,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
6398,Tropilite Foods,4.4,(63 Reviews),Private,Gwalior + 18 more,40 years old,
6399,Incture Technologi...,3.1,(63 Reviews),"Bangalore/Bengaluru,Karnataka",16 years old,501-1k employees (Global),
6400,Data Patterns,3.7,(63 Reviews),Private,"Chennai,Tamil Nadu + 4 more",37 years old,201-500 employees (Global)
6401,BSF,4.3,(63 Reviews),Public,New Delhi + 17 more,57 years old,1 Lakh+ employees (Global)
6402,MPMKVVCL,4.0,(63 Reviews),Public,Bhopal + 13 more,20 years old,10k+ employees (Global)
6403,Same Deutz-fahr,3.6,(63 Reviews),Private,Treviglio + 5 more,95 years old,1k-5k employees (Global)
6404,Kemwell Biopharma,4.3,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",42 years old,
6405,Aujas Networks,3.8,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",14 years old,201-500 employees (Global)
6406,Projects & Develop...,4.2,(63 Reviews),Private,"Noida,Uttar Pradesh + 11 more",71 years old,201-500 employees (Global)
6407,Changepond Technol...,3.2,(63 Reviews),Private,"Chennai,Tamil Nadu",22 years old,501-1k employees (Global)
6408,Centum Rakon,3.8,(63 Reviews),Bangalore + 1 more,14 years old,,
6409,Eastern Book Compa...,3.8,(63 Reviews),Private,Lucknow + 6 more,80 years old,501-1k employees (Global)
6410,Huber Suhner Elect...,3.9,(63 Reviews),Private,"Pfäffikon,Zurich + 3 more",53 years old,1k-5k employees (Global)
6411,Ayesa,4.5,(63 Reviews),Private,"Sevilla,Andalusia + 6 more",10 years old,1k-5k employees (Global)
6412,Metec Design & Con...,3.4,(63 Reviews),Chennai + 2 more,20 years old,,
6413,Minda Kyoraku,3.7,(63 Reviews),Public,Gurugram + 6 more,14 years old,501-1k employees (Global)
6414,Ecocat India,4.5,(63 Reviews),Private,Faridabad,31 years old,51-200 employees (India)
6415,Jain Farm Fresh Fo...,3.6,(63 Reviews),"Jalgaon,Maharashtra + 10 more",59 years old,1k-5k employees (Global),
6416,BIL Infratech,3.8,(63 Reviews),Public,Mumbai,12 years old,1k-5k employees (Global)
6417,Vanesa Care,4.0,(63 Reviews),"Delhi/NCR,Delhi + 14 more",39 years old,501-1k employees (Global),
6418,Siesta Hospitality...,3.3,(63 Reviews),Private,"Bengaluru,Karnataka + 6 more",16 years old,1k-5k employees (Global)
6419,Aeon Credit Servic...,3.8,(63 Reviews),Kuala Lumpur + 4 more,11 years old,,
6420,Bhartiya Internati...,3.8,(63 Reviews),Public,"Gurgaon/Gurugram,Haryana + 6 more",35 years old,1k-5k employees (Global)
6421,Moody's,3.7,(63 Reviews),Private,New York + 1 more,113 years old,10k-50k employees (Global)
6422,Manika Moulds,3.3,(63 Reviews),Private,"Mumbai,Maharashtra + 8 more",26 years old,201-500 employees (Global)
6423,IKF Technologies,3.9,(63 Reviews),Public,"Kolkata,West Bengal",22 years old,5k-10k employees (Global)
6424,Salzer Electronics,3.3,(63 Reviews),Public,Coimbatore + 3 more,37 years old,501-1k employees (Global)
6425,Haldex India,3.9,(63 Reviews),Private,Nashik + 2 more,26 years old,201-500 employees (India)
6426,Ajeet Seeds,3.9,(63 Reviews),Private,Aurangabad + 9 more,36 years old,1k-5k employees (Global)
6427,Indo-Tibetan Borde...,4.3,(63 Reviews),Private,New Delhi + 15 more,60 years old,
6428,Pan Gulf Technolog...,4.3,(63 Reviews),Private,"Mumbai,Maharashtra + 3 more",18 years old,501-1k employees (Global)
6429,Gulf Contracting C...,4.4,(63 Reviews),Doha + 5 more,46 years old,5k-10k employees (Global),
6430,Inspira Enterprise...,4.0,(63 Reviews),Private,"Mumbai,Maharashtra + 16 more",14 years old,201-500 employees (India)
6431,Lbf Travel,4.0,(63 Reviews),Private,"San Diego,California + 3 more",12 years old,
6432,Marc Laboratories,3.7,(63 Reviews),"Lucknow,Uttar Pradesh + 15 more",36 years old,501-1k employees (Global),
6433,Inductotherm,4.6,(63 Reviews),Private,New Jersey + 8 more,69 years old,51-200 employees (India)
6434,ISKCON,4.2,(63 Reviews),Private,Mayapur + 12 more,56 years old,
6435,IIT Kanpur,4.5,(63 Reviews),Private,Kanpur + 4 more,63 years old,201-500 employees (Global)
6436,Eskag Pharma,3.7,(63 Reviews),Kolkata + 7 more,45 years old,51-200 employees (Global),
6437,Uttam Sugar Mills,4.2,(63 Reviews),Public,Noida + 10 more,29 years old,1k-5k employees (Global)
6438,Ramani Ice Cream C...,4.1,(63 Reviews),Private,Bhopal + 11 more,34 years old,201-500 employees (Global)
6439,Deepak Fasteners,4.0,(63 Reviews),Ludhiyana + 3 more,64 years old,1k-5k employees (Global),
6440,ALBANY MOLECULAR R...,4.5,(63 Reviews),Private,"Albany,,NY + 3 more",31 years old,1k-5k employees (Global)
6441,Radiate E Services,3.0,(63 Reviews),"Noida,Uttar Pradesh",11 years old,501-1k employees (Global),
6442,Gujarat Sidhee Cem...,4.3,(63 Reviews),Public,Junagadh + 7 more,49 years old,201-500 employees (Global)
6443,Atcis Technology,4.1,(63 Reviews),Private,Kolkata + 2 more,9 years old,1k-5k employees (India)
6444,Oman Trading Estab...,4.3,(63 Reviews),Private,Muscat + 1 more,31 years old,1k-5k employees (Global)
6445,TGB Banquets and H...,4.1,(63 Reviews),Public,"Ahmedabad,Gujarat + 5 more",33 years old,1k-5k employees (Global)
6446,MT Autocraft,3.6,(63 Reviews),Private,Kasauli + 5 more,35 years old,501-1k employees (Global)
6447,Umang Dairies,3.9,(63 Reviews),Public,New Delhi + 9 more,28 years old,201-500 employees (Global)
6448,Nccl,4.1,(63 Reviews),Mumbai + 15 more,4 years old,51-200 employees (Global),
6449,Crystal Ceramic In...,2.1,(63 Reviews),Private,Ahemdabad + 22 more,25 years old,201-500 employees (Global)
6450,Dura-Line,4.6,(63 Reviews),Knoxville + 5 more,51 years old,201-500 employees (India),
6451,PowerSchool India,3.9,(63 Reviews),"Folsom,California",25 years old,,
6452,VRC Constructions ...,4.1,(63 Reviews),Private,New Delhi + 10 more,26 years old,1k-5k employees (Global)
6453,Deoleo,3.8,(63 Reviews),"Rivas Vaciamadrid,Madrid + 13 more",32 years old,501-1k employees (Global),
6454,Vydehi Institute O...,4.2,(63 Reviews),Bengaluru,22 years old,,
6455,Monjin Interviews,4.3,(63 Reviews),Private,"Pune,Maharashtra + 5 more",8 years old,51-200 employees (Global)
6456,TFG Vacations,4.1,(63 Reviews),Private,New Delhi + 11 more,7 years old,201-500 employees (Global)
6457,Capital Numbers In...,4.4,(63 Reviews),Private,"Kolkata,West Bengal",10 years old,501-1k employees (India)
6458,Technosoft Enginee...,3.3,(63 Reviews),Public,"Thane,Maharashtra + 2 more",23 years old,501-1k employees (Global)
6459,A3logics,3.7,(63 Reviews),Private,"Jaipur,Rajasthan + 1 more",19 years old,201-500 employees (Global)
6460,KDK Software,3.9,(63 Reviews),Private,"Jaipur,Rajasthan + 6 more",19 years old,51-200 employees (Global)
6461,Verifacts Services,2.8,(63 Reviews),Private,Bengaluru + 6 more,18 years old,501-1k employees (Global)
6462,BrightCHAMPS,4.2,(63 Reviews),Bengaluru/Bangalore + 12 more,,,
6463,Promac Engineering...,4.5,(63 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",50 years old,201-500 employees (Global),
6464,ETV Bharat,4.0,(63 Reviews),,,,
6465,Mazars,2.9,(71 Reviews),LLP,Paris + 5 more,15 years old,10k-50k employees (Global)
6466,Sphinx Worldbiz,3.3,(62 Reviews),Private,"Noida,Uttar Pradesh + 3 more",26 years old,201-500 employees (Global)
6467,Lot Mobiles,3.9,(62 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",10 years old,501-1k employees (Global)
6468,MDeverywhere India,3.7,(62 Reviews),Private,Noida + 1 more,27 years old,201-500 employees (India)
6469,Progility Technolo...,3.3,(62 Reviews),Mumbai + 13 more,10 years old,201-500 employees (Global),
6470,Ashland,4.3,(62 Reviews),Private,Wilimington + 6 more,98 years old,1k-5k employees (Global)
6471,Lakshmi Precision ...,3.9,(62 Reviews),Public,Rohtak + 1 more,50 years old,1k-5k employees (Global)
6472,SPRINKLR,3.2,(62 Reviews),Private,"New York,New York + 3 more",13 years old,1k-5k employees (Global)
6473,Chandan Healthcare,3.4,(62 Reviews),Private,Lucknow + 9 more,31 years old,1k-5k employees (Global)
6474,Neo Structo Constr...,4.0,(62 Reviews),Public,"Surat,Gujarat + 7 more",37 years old,501-1k employees (Global)
6475,IMA-PG,3.5,(62 Reviews),Private,Navi Mumbai + 3 more,61 years old,201-500 employees (Global)
6476,IFTM University,3.3,(62 Reviews),Private,Moradabad + 7 more,26 years old,1k-5k employees (Global)
6477,TetraSoft,3.9,(62 Reviews),Private,"Hyderabad/Secunderabad,Telangana",25 years old,501-1k employees (Global)
6478,Shankar Packagings,3.4,(62 Reviews),Private,Mumbai + 1 more,37 years old,1k-5k employees (Global)
6479,Infinium Toyota,4.4,(62 Reviews),Private,Ahmedabad + 6 more,22 years old,501-1k employees (Global)
6480,NEMHANS SOLUTIONS,3.8,(62 Reviews),Bhubaneswar + 12 more,15 years old,201-500 employees (Global),
6481,IWS,4.1,(62 Reviews),Private,Noida + 13 more,18 years old,51-200 employees (Global)
6482,Kazstroy Services,3.5,(62 Reviews),Private,Almaty + 9 more,21 years old,10k-50k employees (Global)
6483,MSF,4.7,(62 Reviews),NGO/NPO,Geneva + 17 more,51 years old,10k-50k employees (Global)
6484,MDeverywhere India,3.7,(62 Reviews),Private,Noida + 1 more,27 years old,201-500 employees (India)
6485,Avasarala Technolo...,3.9,(62 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 2 more",37 years old,501-1k employees (Global)
6486,Indiana Gratings,4.1,(62 Reviews),Private,"Mumbai,Maharashtra + 2 more",52 years old,201-500 employees (Global)
6487,Al Ayuni Investmen...,4.3,(62 Reviews),Private,Riyadh + 3 more,62 years old,5k-10k employees (Global)
6488,Bentley Systems,3.9,(62 Reviews),Private,"Exton,Pennsylvania + 3 more",17 years old,501-1k employees (India)
6489,AXIS MY INDIA,3.3,(62 Reviews),Private,"Mumbai,Maharashtra + 8 more",24 years old,51-200 employees (Global)
6490,NTC Logistics Indi...,4.1,(62 Reviews),"Chennai,Tamil Nadu + 7 more",25 years old,,
6491,Rockland Hospital,3.1,(62 Reviews),Private,New Delhi + 3 more,18 years old,501-1k employees (Global)
6492,Velammal Education...,3.3,(62 Reviews),Chennai + 3 more,36 years old,1k-5k employees (Global),
6493,Dr B Lal Clinical ...,4.5,(62 Reviews),"Jaipur,Rajasthan + 4 more",31 years old,201-500 employees (India),
6494,Everest Blowers,3.8,(62 Reviews),Private,New Delhi + 3 more,42 years old,201-500 employees (Global)
6495,Umlaut,3.0,(62 Reviews),"Aachen,North Rhine-Westphalia + 1 more",26 years old,501-1k employees (India),
6496,Wheels Emi,4.1,(62 Reviews),Private,"Pune,Maharashtra + 15 more",5 years old,201-500 employees (India)
6497,Degustibus Hospita...,4.1,(62 Reviews),"Mumbai,Maharashtra + 2 more",26 years old,201-500 employees (India),
6498,Godrej Tyson Food,4.4,(62 Reviews),Public,Mumbai + 11 more,14 years old,
6499,Tata Sia Airlines,3.5,(62 Reviews),"Gurgaon/Gurugram,Haryana + 8 more",9 years old,1k-5k employees (Global),
6500,Sharadha Terry Pro...,3.5,(62 Reviews),"Coimbatore,Tamil Nadu + 6 more",30 years old,1k-5k employees (Global),
6501,Mogli labs,3.7,(62 Reviews),"Noida,Uttar Pradesh + 12 more",8 years old,501-1k employees (Global),
6502,Karuna Management ...,2.6,(62 Reviews),"Kolkata,West Bengal + 6 more",27 years old,501-1k employees (Global),
6503,Aptonline,4.1,(62 Reviews),Public,Hyderabad + 2 more,20 years old,201-500 employees (India)
6504,Moody's Analytics ...,3.1,(62 Reviews),Gurugram + 2 more,20 years old,1k-5k employees (Global),
6505,Ageis,3.9,(62 Reviews),Bengaluru/Bangalore + 11 more,11-50 employees (Global),,
6506,IOT Anwesha Engine...,4.0,(62 Reviews),Private,Vadodara + 7 more,26 years old,201-500 employees (Global)
6507,Chandan Healthcare,3.4,(62 Reviews),Private,Lucknow + 9 more,31 years old,1k-5k employees (Global)
6508,Degustibus Hospita...,4.1,(62 Reviews),"Mumbai,Maharashtra + 2 more",26 years old,201-500 employees (India),
6509,SHOP CJ Network,3.3,(62 Reviews),Private,Mumbai + 8 more,14 years old,201-500 employees (Global)
6510,ValueFirst Digital...,4.2,(62 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",19 years old,201-500 employees (India)
6511,Toluna,3.9,(62 Reviews),Private,Paris + 1 more,22 years old,1k-5k employees (Global)
6512,PCI,4.1,(62 Reviews),Private,New Delhi + 17 more,74 years old,1k-5k employees (Global)
6513,Mogli labs,3.7,(62 Reviews),"Noida,Uttar Pradesh + 12 more",8 years old,501-1k employees (Global),
6514,Riddhi Corporate S...,4.1,(62 Reviews),Public,Ahmedabad + 15 more,12 years old,1k-5k employees (Global)
6515,Som Distilleries &...,3.7,(62 Reviews),Private,Bhopal + 11 more,36 years old,501-1k employees (Global)
6516,Shankar Packagings,3.4,(62 Reviews),Private,Mumbai + 1 more,37 years old,1k-5k employees (Global)
6517,Transformers & Rec...,3.8,(62 Reviews),Private,Ahmedabad + 1 more,28 years old,
6518,Velammal Education...,3.3,(62 Reviews),Chennai + 3 more,36 years old,1k-5k employees (Global),
6519,Dr B Lal Clinical ...,4.5,(62 Reviews),"Jaipur,Rajasthan + 4 more",31 years old,201-500 employees (India),
6520,Everest Blowers,3.8,(62 Reviews),Private,New Delhi + 3 more,42 years old,201-500 employees (Global)
6521,Ganesh Grains,2.9,(62 Reviews),Public,"Kolkata,West Bengal + 9 more",86 years old,501-1k employees (Global)
6522,NEMHANS SOLUTIONS,3.8,(62 Reviews),Bhubaneswar + 12 more,15 years old,201-500 employees (Global),
6523,IWS,4.1,(62 Reviews),Private,Noida + 13 more,18 years old,51-200 employees (Global)
6524,Godrej Tyson Food,4.4,(62 Reviews),Public,Mumbai + 11 more,14 years old,
6525,Mangal Industries,4.0,(62 Reviews),Private,Hyderabad + 6 more,32 years old,
6526,Vasant Chemicals,4.2,(62 Reviews),"Hyderabad/Secunderabad,Telangana + 2 more",44 years old,201-500 employees (Global),
6527,Le Passage to Indi...,4.4,(62 Reviews),Private,Noida + 10 more,18 years old,501-1k employees (Global)
6528,Sharadha Terry Pro...,3.5,(62 Reviews),"Coimbatore,Tamil Nadu + 6 more",30 years old,1k-5k employees (Global),
6529,Wheels Emi,4.1,(62 Reviews),Private,"Pune,Maharashtra + 15 more",5 years old,201-500 employees (India)
6530,The Hindu Group,3.8,(62 Reviews),Public,Chennai + 10 more,144 years old,1k-5k employees (Global)
6531,Bajaj Steel Indust...,4.0,(62 Reviews),Public,Nagpur,61 years old,201-500 employees (India)
6532,Tata Sia Airlines,3.5,(62 Reviews),"Gurgaon/Gurugram,Haryana + 8 more",9 years old,1k-5k employees (Global),
6533,IOT Anwesha Engine...,4.0,(62 Reviews),Private,Vadodara + 7 more,26 years old,201-500 employees (Global)
6534,International Flav...,4.0,(62 Reviews),Private,New York + 7 more,189 years old,10k-50k employees (Global)
6535,Modi Naturals,3.5,(62 Reviews),Public,New Delhi + 9 more,48 years old,
6536,STAR TV,4.2,(62 Reviews),Private,Mumbai + 13 more,31 years old,201-500 employees (Global)
6537,Al Ayuni Investmen...,4.3,(62 Reviews),Private,Riyadh + 3 more,62 years old,5k-10k employees (Global)
6538,Progility Technolo...,3.3,(62 Reviews),Mumbai + 13 more,10 years old,201-500 employees (Global),
6539,Gokaldas Images,3.8,(62 Reviews),Bengaluru + 3 more,43 years old,1k-5k employees (Global),
6540,International Flav...,4.0,(62 Reviews),Private,New York + 7 more,189 years old,10k-50k employees (Global)
6541,PCI,4.1,(62 Reviews),Private,New Delhi + 17 more,74 years old,1k-5k employees (Global)
6542,IFTM University,3.3,(62 Reviews),Private,Moradabad + 7 more,26 years old,1k-5k employees (Global)
6543,Grohe,3.4,(62 Reviews),Private,DÃ¼sseldorf + 19 more,86 years old,5k-10k employees (Global)
6544,Toluna,3.9,(62 Reviews),Private,Paris + 1 more,22 years old,1k-5k employees (Global)
6545,Jaya Hind Montupet...,4.3,(62 Reviews),Private,Pune + 2 more,9 years old,51-200 employees (Global)
6546,International Crop...,4.2,(62 Reviews),Hyderabad/Secunderabad + 4 more,1k-5k employees (India),,
6547,Taal Tech India,3.8,(62 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",10 years old,501-1k employees (Global)
6548,Birla Precision Te...,3.5,(62 Reviews),Public,Mumbai + 7 more,85 years old,1k-5k employees (Global)
6549,MicroSpark Softwar...,4.7,(62 Reviews),Hyderabad + 1 more,13 years old,201-500 employees (India),
6550,ANANDA GROUP,3.9,(62 Reviews),Private,Bhimavaram + 15 more,92 years old,
6551,HYUNDAI TRANSYS IN...,3.7,(62 Reviews),Anantapur + 3 more,5k-10k employees (Global),,
6552,Hoppoo Lifestyle I...,3.3,(62 Reviews),Lucknow + 11 more,3 years old,51-200 employees (Global),
6553,Hitachi MGRM Net,3.9,(62 Reviews),New Delhi + 4 more,4 years old,51-200 employees (Global),
6554,Doms Industries,3.9,(62 Reviews),Private,"Vapi,Gujarat + 12 more",46 years old,1k-5k employees (Global)
6555,Mindseed,4.5,(62 Reviews),Private,Navi Mumbai + 10 more,10 years old,51-200 employees (Global)
6556,Narayana Superspec...,4.0,(62 Reviews),Public,Bengaluru + 6 more,22 years old,10k-50k employees (Global)
6557,Renaissance Hotels,4.5,(62 Reviews),Private,Bethesda + 5 more,33 years old,201-500 employees (India)
6558,NEARBY TECHNOLOGIE...,4.0,(62 Reviews),Mumbai + 9 more,6 years old,501-1k employees (Global),
6559,Excelus Learning S...,3.7,(62 Reviews),Private,Bengaluru + 26 more,15 years old,501-1k employees (Global)
6560,Nahars Engineering...,3.5,(62 Reviews),Aurangabad + 4 more,43 years old,1k-5k employees (Global),
6561,Brickwork Ratings,3.3,(62 Reviews),Private,Bengaluru + 12 more,15 years old,51-200 employees (Global)
6562,Sugam Parivahan,3.7,(62 Reviews),New Delhi + 22 more,35 years old,1k-5k employees (Global),
6563,Som Projects (S.P....,3.9,(62 Reviews),Private,Gurugram + 11 more,36 years old,51-200 employees (Global)
6564,Western Digital,4.3,(67 Reviews),Private,"San Mateo,California + 6 more",52 years old,1k-5k employees (India)
6565,TimesPro,3.3,(61 Reviews),"Gurgaon/Gurugram,Haryana + 16 more",6 years old,201-500 employees (Global),
6566,Bagzone Lifestyles,4.2,(61 Reviews),Private,"Mumbai,Maharashtra + 12 more",12 years old,201-500 employees (India)
6567,Kh Exports,4.2,(61 Reviews),Private,Chennai + 2 more,37 years old,10k-50k employees (Global)
6568,Qualitas Global QA...,3.4,(61 Reviews),"Pune,Maharashtra",8 years old,,
6569,Primus Techsystems,4.1,(61 Reviews),Pune + 5 more,12 years old,201-500 employees (India),
6570,OSRAM,4.5,(61 Reviews),Private,Munich + 9 more,116 years old,10k-50k employees (Global)
6571,Aplab,3.3,(61 Reviews),Public,"Thane,Maharashtra + 11 more",60 years old,501-1k employees (Global)
6572,SAN Engineering & ...,3.8,(61 Reviews),Public,Bangalore + 5 more,53 years old,201-500 employees (India)
6573,SS Construction,3.8,(61 Reviews),Private,Chandigarh + 16 more,44 years old,201-500 employees (Global)
6574,Finecure Pharmaceu...,3.5,(61 Reviews),Public,"Ahmedabad,Gujarat + 3 more",17 years old,1k-5k employees (Global)
6575,Enser Communicatio...,3.1,(61 Reviews),Private,Navi Mumbai + 5 more,14 years old,201-500 employees (Global)
6576,Unitech Machines,3.8,(61 Reviews),Private,Gurgaon + 9 more,36 years old,501-1k employees (Global)
6577,Zacks Research,3.6,(61 Reviews),Private,Chicago,44 years old,201-500 employees (Global)
