,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
8312,Varite,3.7,(48 Reviews),Private,"San Jose,California + 5 more",22 years old,11-50 employees (Global)
8313,KSB Tech,4.3,(48 Reviews),Private,Pune + 3 more,17 years old,1k-5k employees (Global)
8314,Freight Systems,3.4,(48 Reviews),Public,Dubai + 10 more,34 years old,11-50 employees (Global)
8315,MakroCare,3.6,(48 Reviews),Private,"Princeton,New Jersey",26 years old,501-1k employees (Global)
8316,Sietz Technologies,3.9,(48 Reviews),Private,Faridabad + 2 more,25 years old,51-200 employees (Global)
8317,Humana People to P...,4.4,(48 Reviews),Private,New Delhi + 10 more,24 years old,1k-5k employees (Global)
8318,RNS Motors,4.1,(48 Reviews),Bangalore + 3 more,27 years old,,
8319,Transaction Soluti...,4.0,(48 Reviews),Private,New Delhi + 6 more,17 years old,201-500 employees (Global)
8320,Roadmap IT Solutio...,4.0,(48 Reviews),Private,Bengaluru + 3 more,18 years old,201-500 employees (Global)
8321,Jayabheri Automoti...,3.9,(48 Reviews),Hyderabad + 2 more,35 years old,,
8322,Wizcraft Internati...,3.5,(48 Reviews),Private,"Mumbai,Maharashtra + 7 more",34 years old,51-200 employees (Global)
8323,Shiv Nadar School,4.3,(48 Reviews),Private,Noida + 3 more,10 years old,501-1k employees (India)
8324,Energy Technical S...,2.5,(48 Reviews),Private,Doha + 5 more,17 years old,201-500 employees (Global)
8325,Rustomjee Group,4.2,(48 Reviews),"Mumbai,Maharashtra + 4 more",26 years old,501-1k employees (Global),
8326,Kyb Conmat,3.5,(48 Reviews),Vadodara + 9 more,20 years old,201-500 employees (Global),
8327,Jivo Wellness,3.6,(48 Reviews),"Delhi/NCR,Delhi + 6 more",14 years old,51-200 employees (Global),
8328,Assam down town Un...,3.1,(48 Reviews),"Guwahati,Assam",12 years old,,
8329,Piano Presitel,3.2,(48 Reviews),Thane + 1 more,44 years old,201-500 employees (Global),
8330,Indira Gandhi Nati...,3.8,(48 Reviews),Public,"Delhi/NCR,Delhi + 12 more",37 years old,1k-5k employees (Global)
8331,Indo Schottle Auto...,3.7,(48 Reviews),Pune + 2 more,36 years old,,
8332,HOV Services,3.5,(48 Reviews),Public,Pune + 2 more,33 years old,
8333,Derewala Jewellery...,3.6,(48 Reviews),Private,Jaipur,35 years old,
8334,Aerial Services,3.4,(48 Reviews),Cedar Falls + 18 more,55 years old,,
8335,Paras Spices,2.9,(48 Reviews),Gurgaon + 2 more,40 years old,1k-5k employees (Global),
8336,ICAT,3.6,(48 Reviews),Private,"Chennai,Tamil Nadu + 4 more",18 years old,51-200 employees (Global)
8337,Indovision Service...,3.6,(48 Reviews),Private,"Delhi/NCR,Delhi + 10 more",10 years old,501-1k employees (Global)
8338,Model Infra Corpor...,4.0,(48 Reviews),Private,Bengaluru + 4 more,22 years old,1k-5k employees (Global)
8339,RACL Geartech,3.7,(48 Reviews),Public,Noida + 3 more,33 years old,201-500 employees (Global)
8340,Common Service Cen...,4.1,(48 Reviews),New Delhi + 22 more,13 years old,,
8341,Great Eastern Ship...,4.3,(48 Reviews),Public,Mumbai + 1 more,74 years old,1k-5k employees (Global)
8342,Hofincons Group,3.7,(48 Reviews),"Saif Zone,Sharjah + 9 more",42 years old,5k-10k employees (Global),
8343,U K Paints,3.5,(48 Reviews),New Delhi + 7 more,103 years old,501-1k employees (Global),
8344,EMKAY AUTOMOBILE I...,3.3,(48 Reviews),Public,Gurgaon + 6 more,44 years old,
8345,Hand In Hand,4.0,(48 Reviews),NGO/NPO,Chennai + 10 more,20 years old,5k-10k employees (Global)
8346,SI Group,4.6,(48 Reviews),Private,Schenectady + 8 more,116 years old,1k-5k employees (Global)
8347,Sidel,4.4,(48 Reviews),Private,Octeville-sur-Mer + 2 more,57 years old,51-200 employees (India)
8348,Digital Aptech,4.4,(48 Reviews),Private,"Kolkata,West Bengal",10 years old,201-500 employees (Global)
8349,Kasturba Hospital,4.4,(48 Reviews),Private,New Delhi + 6 more,117 years old,501-1k employees (Global)
8350,MSG Global Solutio...,3.5,(48 Reviews),Private,Zurich + 1 more,14 years old,1k-5k employees (Global)
8351,Lennox India Techn...,3.7,(48 Reviews),Private,"Chennai,Tamil Nadu",127 years old,201-500 employees (India)
8352,Medvarsity Online,2.8,(48 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 2 more",22 years old,51-200 employees (Global)
8353,Sterling Electro E...,3.7,(48 Reviews),Private,Mumbai + 5 more,30 years old,1k-5k employees (Global)
8354,Condor Footwear,3.7,(48 Reviews),Public,"Surat,Gujarat + 5 more",27 years old,201-500 employees (Global)
8355,Global Shiksha,3.7,(48 Reviews),Private,Bengaluru + 3 more,11 years old,11-50 employees (Global)
8356,LandCraft Develope...,4.2,(48 Reviews),Private,"Ghaziabad,Uttar Pradesh + 1 more",15 years old,51-200 employees (Global)
8357,DesignBoxed,4.4,(48 Reviews),Private,Mohali + 1 more,11 years old,51-200 employees (India)
8358,Edutel Technologie...,2.9,(48 Reviews),Bengaluru + 4 more,12 years old,201-500 employees (Global),
8359,Integral Universit...,4.2,(48 Reviews),Private,Lucknow + 3 more,18 years old,1k-5k employees (Global)
8360,Kalyaniwalla & Mis...,3.3,(48 Reviews),LLP,Mumbai + 2 more,94 years old,201-500 employees (Global)
8361,Indian Agricultura...,4.1,(48 Reviews),Private,New Delhi + 6 more,117 years old,51-200 employees (India)
8362,Network Solutions,3.4,(48 Reviews),Private,Herndon + 13 more,43 years old,501-1k employees (Global)
8363,Element14,4.2,(48 Reviews),Private,"Phoenix,Arizona + 5 more",15 years old,1k-5k employees (Global)
8364,Al Shifa Multispec...,4.1,(48 Reviews),Private,New Delhi + 8 more,11 years old,
8365,Renu Electronics,3.7,(48 Reviews),Private,Pune,31 years old,201-500 employees (Global)
8366,Amrit Feeds,4.1,(48 Reviews),Private,Gurugram + 13 more,201-500 employees (Global),
8367,Dedicated Freight ...,4.3,(48 Reviews),Public,New Delhi + 16 more,16 years old,501-1k employees (Global)
8368,Oasis Resource Man...,3.7,(48 Reviews),Private,New Delhi + 1 more,12 years old,501-1k employees (Global)
8369,Empire Spices & Fo...,4.4,(48 Reviews),Private,"Nasik/Nashik,Maharashtra + 5 more",28 years old,501-1k employees (Global)
8370,Faze Three,3.7,(48 Reviews),Public,"Mumbai,Maharashtra + 5 more",40 years old,501-1k employees (Global)
8371,Automag India Pvt ...,3.8,(48 Reviews),Private,Pune + 3 more,37 years old,501-1k employees (Global)
8372,Spinks Softech,3.8,(48 Reviews),Private,Gurgaon + 3 more,34 years old,
8373,Bodhtree Consultin...,3.5,(48 Reviews),Private,"Pleasanton,California + 2 more",24 years old,501-1k employees (India)
8374,P3 Group,2.4,(48 Reviews),Stuttgart + 1 more,26 years old,1k-5k employees (Global),
8375,Teemage Precast In,4.1,(48 Reviews),Tirupur + 4 more,11 years old,10k-50k employees (Global),
8376,Birla Open Minds I...,4.2,(48 Reviews),"Mumbai,Maharashtra + 11 more",12 years old,51-200 employees (Global),
8377,Bayer Zydus Pharma,4.1,(48 Reviews),Private,Thane + 16 more,11 years old,
8378,Tvs Brakes India P...,4.1,(48 Reviews),Ranipet + 6 more,,,
8379,MSV International,4.6,(48 Reviews),Kenmore + 20 more,21 years old,501-1k employees (Global),
8380,Aero Club-Woodland...,3.9,(48 Reviews),New Delhi + 15 more,30 years old,5k-10k employees (Global),
8381,International Cent...,3.7,(48 Reviews),Gurugram + 1 more,16 years old,51-200 employees (Global),
8382,Al Faraa Infra Pro...,3.7,(48 Reviews),Abu Dhabi + 3 more,42 years old,10k+ employees (Global),
8383,DIN Engineering Se...,3.7,(48 Reviews),Noida + 2 more,23 years old,501-1k employees (Global),
8384,Herbalife,4.3,(48 Reviews),Los Angeles + 16 more,42 years old,5k-10k employees (Global),
8385,RouteFabric,4.6,(48 Reviews),Bengaluru/Bangalore + 10 more,,,
8386,ISBM,4.1,(48 Reviews),Private,"Mumbai,Maharashtra + 14 more",30 years old,501-1k employees (Global)
8387,Tecnics Integratio...,3.1,(48 Reviews),Private,"Houston,Texas + 3 more",17 years old,201-500 employees (Global)
8388,Mando Softtech,4.3,(48 Reviews),Gurgaon,17 years old,51-200 employees (Global),
8389,Crown Solutions,2.7,(48 Reviews),Chennai + 5 more,20 years old,1k-5k employees (Global),
8390,Airbnb,4.4,(48 Reviews),Private,"San Francisco,California + 4 more",14 years old,1k-5k employees (India)
8391,Samsung Display,3.4,(48 Reviews),"Suwon-Si,Gyeonggi-Do",3 years old,,
8392,ThinkPalm Technolo...,4.2,(48 Reviews),Private,"Kochi/Cochin,Kerala + 3 more",12 years old,201-500 employees (India)
8393,IonIdea Interactiv...,3.6,(48 Reviews),Private,Fairfax + 4 more,31 years old,501-1k employees (India)
8394,Videocon Industrie...,4.0,(274 Reviews),"Mumbai,Maharashtra + 19 more",43 years old,5k-10k employees (India),
8395,Share Chat,4.3,(55 Reviews),Private,Bangalore + 6 more,7 years old,201-500 employees (India)
8396,LexisNexis,3.6,(49 Reviews),Private,New York + 3 more,52 years old,1k-5k employees (Global)
8397,GENWORKS Health,3.4,(47 Reviews),Private,Bengaluru + 15 more,7 years old,201-500 employees (Global)
8398,Forza Medi,3.2,(47 Reviews),Private,Gurugram + 1 more,22 years old,51-200 employees (Global)
8399,iTech Ecommerce,3.9,(47 Reviews),Noida + 6 more,7 years old,51-200 employees (Global),
8400,MNC AUTOMATION,3.7,(47 Reviews),Noida + 22 more,26 years old,11-50 employees (Global),
8401,Cipa,4.1,(47 Reviews),"Kolkata,West Bengal + 14 more",31 years old,,
8402,Transworld Group o...,3.9,(47 Reviews),Dubai + 10 more,45 years old,201-500 employees (India),
8403,SK Wheels,3.9,(47 Reviews),Navi Mumbai + 2 more,16 years old,501-1k employees (Global),
8404,United Technologie...,3.6,(47 Reviews),Hyderabad/Secunderabad + 8 more,,,
8405,BlazeClan Technolo...,3.9,(47 Reviews),Private,"Pune,Maharashtra",12 years old,201-500 employees (India)
8406,L Cube Innovative ...,3.8,(47 Reviews),Private,"Waterbury,Connecticut + 2 more",30 years old,11-50 employees (Global)
8407,Exusia,4.6,(47 Reviews),Private,Miami + 6 more,10 years old,201-500 employees (India)
8408,Mawai Infotech,3.7,(47 Reviews),Private,"Noida,Uttar Pradesh + 1 more",24 years old,51-200 employees (Global)
8409,Western Railway,4.1,(47 Reviews),Private,Mumbai + 12 more,167 years old,10k-50k employees (Global)
8410,Haldor Topsoe,4.0,(47 Reviews),Private,Kongens Lyngby + 1 more,82 years old,1k-5k employees (Global)
8411,IIT Guwahati,4.2,(47 Reviews),Private,Guwahati + 6 more,28 years old,501-1k employees (India)
8412,CRMnext,4.0,(47 Reviews),Private,Noida,21 years old,501-1k employees (India)
8413,ABG Shipyard,4.2,(47 Reviews),Public,"Mumbai,Maharashtra + 3 more",37 years old,501-1k employees (Global)
8414,Caparo Group,3.9,(47 Reviews),Private,London + 7 more,54 years old,1k-5k employees (Global)
8415,Directi,4.4,(47 Reviews),Private,"Mumbai,Maharashtra + 3 more",24 years old,1k-5k employees (India)
8416,Pokarna,4.1,(47 Reviews),Public,"Hyderabad/Secunderabad,Telangana",21 years old,1k-5k employees (Global)
8417,Volkswagen Finance,4.2,(47 Reviews),Private,Mumbai + 9 more,13 years old,51-200 employees (India)
8418,IndiaNivesh Securi...,3.7,(47 Reviews),Private,Mumbai + 17 more,6 years old,201-500 employees (Global)
8419,Indian Register of...,3.6,(47 Reviews),Private,"Mumbai,Maharashtra + 9 more",47 years old,501-1k employees (Global)
8420,East African (I) O...,2.9,(47 Reviews),Private,Dehradun + 1 more,42 years old,501-1k employees (Global)
8421,Indian Potash,4.1,(47 Reviews),Private,Chennai + 17 more,67 years old,201-500 employees (Global)
8422,Truebil,3.4,(47 Reviews),Private,"Mumbai,Maharashtra + 4 more",7 years old,201-500 employees (Global)
8423,Axiom Consulting,3.7,(47 Reviews),Private,Bengaluru + 4 more,21 years old,51-200 employees (Global)
8424,KA Hospitality,3.2,(47 Reviews),Private,"Mumbai,Maharashtra + 3 more",11 years old,201-500 employees (Global)
8425,Best Western,4.2,(47 Reviews),Private,Phoenix + 14 more,76 years old,1k-5k employees (Global)
8426,REVA University,3.9,(47 Reviews),Private,Bengaluru,18 years old,1k-5k employees (Global)
8427,Alufit India,4.4,(47 Reviews),Bengaluru + 5 more,38 years old,201-500 employees (India),
8428,Shivam Autozone,3.8,(47 Reviews),Private,Mumbai,11 years old,1k-5k employees (Global)
8429,Keystone Automotiv...,4.0,(47 Reviews),Private,Exeter,51 years old,51-200 employees (India)
8430,Saint-Gobain Weber,3.8,(47 Reviews),Mumbai + 13 more,,,
8431,Vasavadatta Cement,4.1,(47 Reviews),Private,Bengaluru + 6 more,76 years old,1k-5k employees (Global)
8432,Intec Infra-Techno...,3.2,(47 Reviews),"Gurgaon/Gurugram,Haryana + 1 more",26 years old,51-200 employees (Global),
8433,Rucha Group Of Ind...,4.0,(47 Reviews),"Aurangabad,Maharashtra + 5 more",28 years old,201-500 employees (Global),
8434,Garuda Polyflex Fo...,4.5,(47 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",10 years old,501-1k employees (India)
8435,MasterSoft ERP Sol...,3.9,(47 Reviews),Private,"Nagpur,Maharashtra + 4 more",27 years old,201-500 employees (Global)
8436,National Environme...,4.2,(47 Reviews),Nagpur + 3 more,64 years old,201-500 employees (Global),
8437,Tag Corporation,3.7,(47 Reviews),Chennai + 1 more,50 years old,,
8438,UMW DONGSHIN MOTEC...,3.8,(47 Reviews),Private,Pune,15 years old,
8439,One Auto,3.6,(47 Reviews),Private,Kolkata + 2 more,11 years old,11-50 employees (Global)
8440,Divgwarner,3.7,(47 Reviews),Private,Pune + 2 more,58 years old,201-500 employees (Global)
8441,Kapila Krishi Udyo...,3.9,(47 Reviews),Public,Kanpur + 8 more,30 years old,51-200 employees (Global)
8442,GTT Communications,3.7,(47 Reviews),Private,McLean + 1 more,24 years old,201-500 employees (India)
8443,Ministry Of Educat...,4.6,(47 Reviews),Malé + 3 more,,,
8444,Pangeran Technolog...,4.8,(47 Reviews),11-50 employees (India),,,
8445,Okinawa Autotech,2.9,(47 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",6 years old,51-200 employees (Global)
8446,Airworks,4.0,(47 Reviews),Hosur + 7 more,,,
8447,Starworth Infrastr...,3.5,(47 Reviews),Private,Bengaluru + 2 more,21 years old,201-500 employees (Global)
8448,Srini Pharmaceutic...,3.7,(47 Reviews),Private,Hyderabad + 2 more,27 years old,51-200 employees (Global)
8449,Mcpi,3.9,(47 Reviews),Kolkata,25 years old,1k-5k employees (Global),
8450,Fichtner Consultin...,3.9,(47 Reviews),Private,Stockport + 5 more,35 years old,51-200 employees (Global)
8451,BVSR CONSTRUCTIONS,4.1,(47 Reviews),Private,Hyderabad + 4 more,18 years old,201-500 employees (Global)
8452,Yaantra,4.0,(47 Reviews),Delhi + 6 more,9 years old,501-1k employees (India),
8453,Mantena Group,4.3,(47 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",12 years old,201-500 employees (Global)
8454,Extentia Informati...,3.8,(47 Reviews),Private,"Pune,Maharashtra",24 years old,501-1k employees (India)
8455,Clinic Dermatech,3.2,(47 Reviews),New Delhi + 7 more,16 years old,,
8456,GMC Nagpur,3.8,(47 Reviews),Private,Nagpur + 13 more,75 years old,
8457,Lubi Electronics,4.2,(47 Reviews),"Ahmedabad,Gujarat + 8 more",57 years old,1k-5k employees (Global),
8458,Sky Automobiles,3.9,(47 Reviews),Private,Raipur + 2 more,35 years old,201-500 employees (Global)
8459,BVSR CONSTRUCTIONS,4.1,(47 Reviews),Private,Hyderabad + 4 more,18 years old,201-500 employees (Global)
8460,Yaantra,4.0,(47 Reviews),Delhi + 6 more,9 years old,501-1k employees (India),
8461,Mantena Group,4.3,(47 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",12 years old,201-500 employees (Global)
8462,Srini Pharmaceutic...,3.7,(47 Reviews),Private,Hyderabad + 2 more,27 years old,51-200 employees (Global)
8463,CRMnext,4.0,(47 Reviews),Private,Noida,21 years old,501-1k employees (India)
8464,KiwiTech,3.8,(47 Reviews),Private,"New York,New York",13 years old,501-1k employees (India)
8465,Saint-Gobain Abras...,4.0,(47 Reviews),Private,Worcester + 12 more,137 years old,10k-50k employees (Global)
8466,Keystone Automotiv...,4.0,(47 Reviews),Private,Exeter,51 years old,51-200 employees (India)
8467,Saint-Gobain Weber,3.8,(47 Reviews),Mumbai + 13 more,,,
8468,Ganga Medical Cent...,4.2,(47 Reviews),Coimbatore + 9 more,44 years old,,
8469,Utkal Automobiles,4.0,(47 Reviews),Bhubaneswar + 4 more,67 years old,1k-5k employees (Global),
8470,L Cube Innovative ...,3.8,(47 Reviews),Private,"Waterbury,Connecticut + 2 more",30 years old,11-50 employees (Global)
8471,Run Service Infoca...,4.4,(47 Reviews),Private,Chennai + 8 more,15 years old,51-200 employees (Global)
8472,Ahlada Engineers,4.4,(47 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 1 more",17 years old,1k-5k employees (Global)
8473,Pricol Engineering...,3.7,(47 Reviews),Public,Coimbatore + 6 more,27 years old,501-1k employees (Global)
8474,Asiapower Overseas...,4.6,(47 Reviews),Mumbai + 9 more,38 years old,,
8475,MM Infotech,3.1,(47 Reviews),Ahmedabad,,,
8476,Guru Nanak Auto En...,4.0,(47 Reviews),Private,Jamalpur + 1 more,76 years old,1k-5k employees (Global)
8477,Hayat Communicatio...,3.3,(47 Reviews),Safat + 10 more,27 years old,,
8478,Sac Engine Compone...,3.8,(47 Reviews),Chennai + 2 more,36 years old,201-500 employees (Global),
8479,Rucha Group Of Ind...,4.0,(47 Reviews),"Aurangabad,Maharashtra + 5 more",28 years old,201-500 employees (Global),
8480,Garuda Polyflex Fo...,4.5,(47 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",10 years old,501-1k employees (India)
8481,UMW DONGSHIN MOTEC...,3.8,(47 Reviews),Private,Pune,15 years old,
8482,Mcpi,3.9,(47 Reviews),Kolkata,25 years old,1k-5k employees (Global),
8483,Airworks,4.0,(47 Reviews),Hosur + 7 more,,,
8484,National Environme...,4.2,(47 Reviews),Nagpur + 3 more,64 years old,201-500 employees (Global),
8485,Tag Corporation,3.7,(47 Reviews),Chennai + 1 more,50 years old,,
8486,One Auto,3.6,(47 Reviews),Private,Kolkata + 2 more,11 years old,11-50 employees (Global)
8487,Sankei Giken,4.6,(47 Reviews),Tokyo,74 years old,51-200 employees (India),
8488,Emirates Steel Ind...,4.5,(47 Reviews),Private,Abu Dhabi + 4 more,24 years old,1k-5k employees (Global)
8489,Kider india,3.1,(47 Reviews),Pune + 1 more,14 years old,201-500 employees (Global),
8490,Edify World School,3.8,(47 Reviews),Hyderabad + 12 more,19 years old,201-500 employees (Global),
8491,Sandip University,4.3,(47 Reviews),Nashik + 9 more,6 years old,1k-5k employees (Global),
8492,Galacon Infrastruc...,2.5,(47 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",13 years old,51-200 employees (Global)
8493,Sugar N Spice,3.1,(47 Reviews),Surat + 3 more,24 years old,11-50 employees (Global),
8494,MM Infotech,3.1,(47 Reviews),Ahmedabad,,,
8495,Guru Nanak Auto En...,4.0,(47 Reviews),Private,Jamalpur + 1 more,76 years old,1k-5k employees (Global)
8496,Hayat Communicatio...,3.3,(47 Reviews),Safat + 10 more,27 years old,,
8497,Sac Engine Compone...,3.8,(47 Reviews),Chennai + 2 more,36 years old,201-500 employees (Global),
8498,Mystifly Consultin...,3.3,(47 Reviews),Private,"Bangalore/Bengaluru,Karnataka",13 years old,201-500 employees (Global)
8499,Asiapower Overseas...,4.6,(47 Reviews),Mumbai + 9 more,38 years old,,
8500,Run Service Infoca...,4.4,(47 Reviews),Private,Chennai + 8 more,15 years old,51-200 employees (Global)
8501,Ahlada Engineers,4.4,(47 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 1 more",17 years old,1k-5k employees (Global)
8502,Sankei Giken,4.6,(47 Reviews),Tokyo,74 years old,51-200 employees (India),
8503,Wade Adams Contrac...,4.5,(47 Reviews),Dubai + 1 more,46 years old,51-200 employees (India),
8504,Liva Pharmaceutica...,3.5,(47 Reviews),Vadodara + 1 more,,,
8505,Pricol Engineering...,3.7,(47 Reviews),Public,Coimbatore + 6 more,27 years old,501-1k employees (Global)
8506,Poornima College o...,4.2,(47 Reviews),Private,Jaipur,22 years old,201-500 employees (India)
8507,Davita Care,4.4,(47 Reviews),"Bangalore/Bengaluru,Karnataka + 10 more",13 years old,51-200 employees (India),
8508,Microchip Technolo...,4.5,(47 Reviews),Private,"Chandler,Arizona + 3 more",33 years old,10k-50k employees (Global)
8509,KiwiTech,3.8,(47 Reviews),Private,"New York,New York",13 years old,501-1k employees (India)
8510,Saint-Gobain Abras...,4.0,(47 Reviews),Private,Worcester + 12 more,137 years old,10k-50k employees (Global)
8511,Navneet Publicatio...,4.3,(47 Reviews),Private,Mumbai + 16 more,63 years old,201-500 employees (Global)
8512,Net2source,3.1,(47 Reviews),Private,New Jersey + 2 more,15 years old,1k-5k employees (Global)
8513,Nagravision,3.0,(47 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",15 years old,1k-5k employees (Global)
8514,T2S Software Solut...,3.0,(47 Reviews),Private,Stoke-on-Trent,6 years old,501-1k employees (Global)
8515,Sri Mookambika Inf...,4.5,(47 Reviews),Private,"MADURAI,Tamil Nadu + 1 more",16 years old,201-500 employees (Global)
8516,Crystal Travel,4.1,(47 Reviews),London,35 years old,,
8517,Atotech,4.4,(47 Reviews),Private,Berlin + 4 more,29 years old,1k-5k employees (Global)
8518,Gera Developments,4.5,(47 Reviews),"Pune,Maharashtra",52 years old,201-500 employees (India),
8519,Gracenote,4.5,(47 Reviews),"Emeryville,California + 1 more",24 years old,501-1k employees (India),
8520,Fibcom India,3.2,(47 Reviews),Private,Noida + 4 more,28 years old,201-500 employees (Global)
8521,MARG,3.8,(47 Reviews),Public,"Chennai,Tamil Nadu + 15 more",28 years old,5k-10k employees (Global)
8522,McGraw-Hill Educat...,3.3,(47 Reviews),Private,"New York,New York + 11 more",3 years old,1k-5k employees (Global)
8523,Maihar Cement,4.6,(47 Reviews),Public,Mumbai + 7 more,48 years old,10k+ employees (Global)
8524,Orbit Technologies,3.7,(47 Reviews),Private,Hyderabad + 13 more,27 years old,51-200 employees (Global)
8525,cgi information sy...,4.2,(47 Reviews),Bengaluru/Bangalore + 3 more,,,
8526,Ansal Api,4.0,(47 Reviews),Private,New Delhi + 9 more,55 years old,1k-5k employees (Global)
8527,Fairfield  Marriot...,4.4,(47 Reviews),Bengaluru + 13 more,35 years old,5k-10k employees (Global),
8528,Mohan Meakin,3.9,(47 Reviews),Public,Ghaziabad + 5 more,167 years old,501-1k employees (Global)
8529,Gia India Laborato...,4.4,(47 Reviews),Mumbai + 3 more,91 years old,11-50 employees (Global),
8530,Blue Consulting,4.2,(47 Reviews),Private,Noida + 2 more,17 years old,51-200 employees (Global)
8531,Hfcl Infotel,4.2,(47 Reviews),Public,New Delhi + 20 more,35 years old,1k-5k employees (India)
8532,Recon Oil Industri...,3.9,(47 Reviews),Private,"Mumbai,Maharashtra + 10 more",31 years old,51-200 employees (India)
8533,Sms Envocare,3.7,(47 Reviews),Nagpur + 8 more,19 years old,501-1k employees (Global),
8534,Eskag Sanjeevani,3.8,(47 Reviews),Private,Kolkata + 7 more,18 years old,501-1k employees (Global)
8535,IL&FS Transportati...,4.1,(47 Reviews),Public,Mumbai + 10 more,22 years old,
8536,H & R Johnson (Ind...,3.9,(47 Reviews),Mumbai + 27 more,64 years old,5k-10k employees (Global),
8537,Paisalo Digital,4.2,(47 Reviews),Public,"Delhi/NCR,Delhi + 13 more",30 years old,501-1k employees (Global)
8538,KMC HOSPITAL,4.0,(47 Reviews),Private,"Coimbatore,Tamil Nadu + 8 more",40 years old,11-50 employees (Global)
8539,Pontika Aerotech,3.5,(47 Reviews),Public,Sirmour + 2 more,5 years old,51-200 employees (Global)
8540,Sri Ramachandra In...,4.7,(47 Reviews),"Chennai,Tamil Nadu + 1 more",32 years old,201-500 employees (India),
8541,Telligent (A Verin...,3.3,(47 Reviews),"Bangalore/Bengaluru,Karnataka + 1 more",18 years old,51-200 employees (Global),
8542,ABS India,3.6,(47 Reviews),"Bangalore/Bengaluru,Karnataka + 8 more",20 years old,201-500 employees (Global),
8543,Zeetech Management...,3.9,(47 Reviews),Private,Dehradun + 19 more,11 years old,
8544,Frontizo Business ...,3.3,(47 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",10 years old,501-1k employees (Global)
8545,ADNH Compass,4.2,(47 Reviews),Private,Abu Dhabi + 4 more,22 years old,5k-10k employees (Global)
8546,JRG Automotive ind...,2.7,(47 Reviews),Private,Gurgaon + 4 more,15 years old,1k-5k employees (Global)
8547,IRON TRIANGLE LIMI...,3.9,(47 Reviews),Private,Rajkot + 12 more,31 years old,
8548,Dorset Industries,3.6,(47 Reviews),Gurgaon + 12 more,27 years old,201-500 employees (India),
8549,Adda 247,3.5,(47 Reviews),Private,Gurgaon + 2 more,6 years old,51-200 employees (India)
8550,JAAC TECHNO SERVIC...,4.3,(47 Reviews),Vadodara + 5 more,13 years old,201-500 employees (India),
8551,The Four Fountains...,4.5,(47 Reviews),Private,Mumbai + 7 more,15 years old,201-500 employees (Global)
8552,Ebix Payment Servi...,3.8,(47 Reviews),Noida + 16 more,,,
8553,Kankei,3.8,(47 Reviews),Private,"Mumbai,Maharashtra + 3 more",24 years old,201-500 employees (Global)
8554,Nucsoft,3.4,(47 Reviews),Private,"Mumbai,Maharashtra + 5 more",28 years old,51-200 employees (Global)
8555,Black Turtle,3.2,(47 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",5 years old,201-500 employees (Global)
8556,Visa,4.1,(47 Reviews),Public,"Foster City,California + 1 more",64 years old,10k-50k employees (Global)
8557,Valued Epistemics,3.6,(47 Reviews),Private,"Chennai,Tamil Nadu",14 years old,51-200 employees (Global)
8558,BCITS,4.4,(47 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",23 years old,501-1k employees (Global)
8559,MIDLAND CREDIT MAN...,4.3,(47 Reviews),Private,San Diego + 1 more,69 years old,1k-5k employees (India)
8560,Medecins Sans Fron...,4.8,(47 Reviews),Private,Geneva + 7 more,51 years old,10k-50k employees (Global)
8561,eBay,4.1,(48 Reviews),Private,San Jose + 10 more,27 years old,201-500 employees (India)
8562,News Nation,4.0,(46 Reviews),Private,Noida + 3 more,9 years old,201-500 employees (Global)
8563,Steelcast,4.4,(46 Reviews),Public,"Bhavnagar,Gujarat + 2 more",50 years old,
8564,SKYMAP PHARMACEUTI...,4.2,(46 Reviews),Faridabad + 2 more,15 years old,,
8565,Sgt Medical Colleg...,3.5,(46 Reviews),Private,Gurgaon + 3 more,12 years old,
8566,Rakshit Drugs,3.2,(46 Reviews),Private,Hyderabad + 1 more,22 years old,201-500 employees (Global)
8567,Flags Communicatio...,3.8,(46 Reviews),Private,New Delhi,12 years old,51-200 employees (Global)
8568,Bhima Jewellers,4.1,(46 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 17 more",97 years old,501-1k employees (Global)
8569,AFour Technologies,3.5,(46 Reviews),Private,"Pune,Maharashtra",15 years old,201-500 employees (Global)
8570,Watermelon Managem...,3.4,(46 Reviews),Private,Ghaziabad + 14 more,16 years old,501-1k employees (Global)
8571,Geological Survey ...,4.4,(46 Reviews),Private,Kolkata + 15 more,171 years old,1k-5k employees (Global)
8572,Loylty Rewardz Mng...,3.8,(46 Reviews),Private,Mumbai + 5 more,16 years old,201-500 employees (India)
